Date,Ticker,Metric,Value
2021-03-31,AMD,rolling_vol_21d,
2021-04-01,AMD,rolling_vol_21d,
2021-04-02,AMD,rolling_vol_21d,
2021-04-03,AMD,rolling_vol_21d,
2021-04-04,AMD,rolling_vol_21d,
2021-04-05,AMD,rolling_vol_21d,
2021-04-06,AMD,rolling_vol_21d,
2021-04-07,AMD,rolling_vol_21d,
2021-04-08,AMD,rolling_vol_21d,
2021-04-09,AMD,rolling_vol_21d,
2021-04-10,AMD,rolling_vol_21d,
2021-04-11,AMD,rolling_vol_21d,
2021-04-12,AMD,rolling_vol_21d,
2021-04-13,AMD,rolling_vol_21d,
2021-04-14,AMD,rolling_vol_21d,
2021-04-15,AMD,rolling_vol_21d,
2021-04-16,AMD,rolling_vol_21d,
2021-04-17,AMD,rolling_vol_21d,
2021-04-18,AMD,rolling_vol_21d,
2021-04-19,AMD,rolling_vol_21d,
2021-04-20,AMD,rolling_vol_21d,0.3515922924992404
2021-04-21,AMD,rolling_vol_21d,0.34806095852150987
2021-04-22,AMD,rolling_vol_21d,0.3473079854354767
2021-04-23,AMD,rolling_vol_21d,0.38478625375876097
2021-04-24,AMD,rolling_vol_21d,0.38478625375876097
2021-04-25,AMD,rolling_vol_21d,0.38478625375876097
2021-04-26,AMD,rolling_vol_21d,0.39927059119868236
2021-04-27,AMD,rolling_vol_21d,0.39955243080097746
2021-04-28,AMD,rolling_vol_21d,0.4026402718746445
2021-04-29,AMD,rolling_vol_21d,0.4000672106380079
2021-04-30,AMD,rolling_vol_21d,0.41094675450305596
2021-05-01,AMD,rolling_vol_21d,0.41094675450305596
2021-05-02,AMD,rolling_vol_21d,0.41094675450305596
2021-05-03,AMD,rolling_vol_21d,0.3931569289820922
2021-05-04,AMD,rolling_vol_21d,0.38625317210822674
2021-05-05,AMD,rolling_vol_21d,0.3811467401411568
2021-05-06,AMD,rolling_vol_21d,0.3202208338503296
2021-05-07,AMD,rolling_vol_21d,0.3228552025080711
2021-05-08,AMD,rolling_vol_21d,0.3228552025080711
2021-05-09,AMD,rolling_vol_21d,0.3228552025080711
2021-05-10,AMD,rolling_vol_21d,0.3420404180029856
2021-05-11,AMD,rolling_vol_21d,0.3373608757287541
2021-05-12,AMD,rolling_vol_21d,0.3304376361516446
2021-05-13,AMD,rolling_vol_21d,0.3214357935631114
2021-05-14,AMD,rolling_vol_21d,0.2797758146897354
2021-05-15,AMD,rolling_vol_21d,0.2797758146897354
2021-05-16,AMD,rolling_vol_21d,0.2797758146897354
2021-05-17,AMD,rolling_vol_21d,0.24700728994831722
2021-05-18,AMD,rolling_vol_21d,0.24691808106057622
2021-05-19,AMD,rolling_vol_21d,0.2663864831612038
2021-05-20,AMD,rolling_vol_21d,0.28404151461257127
2021-05-21,AMD,rolling_vol_21d,0.27220481494017607
2021-05-22,AMD,rolling_vol_21d,0.27220481494017607
2021-05-23,AMD,rolling_vol_21d,0.27220481494017607
2021-05-24,AMD,rolling_vol_21d,0.2408847465757632
2021-05-25,AMD,rolling_vol_21d,0.24174845298744524
2021-05-26,AMD,rolling_vol_21d,0.2401361747385042
2021-05-27,AMD,rolling_vol_21d,0.24014233822950548
2021-05-28,AMD,rolling_vol_21d,0.24779395697723844
2021-05-29,AMD,rolling_vol_21d,0.24779395697723844
2021-05-30,AMD,rolling_vol_21d,0.24779395697723844
2021-05-31,AMD,rolling_vol_21d,0.20906712948811615
2021-06-01,AMD,rolling_vol_21d,0.2081834549591985
2021-06-02,AMD,rolling_vol_21d,0.17862753285140953
2021-06-03,AMD,rolling_vol_21d,0.17836212367939686
2021-06-04,AMD,rolling_vol_21d,0.17405183022413845
2021-06-05,AMD,rolling_vol_21d,0.17405183022413845
2021-06-06,AMD,rolling_vol_21d,0.17405183022413845
2021-06-07,AMD,rolling_vol_21d,0.1754243963606513
2021-06-08,AMD,rolling_vol_21d,0.17711535832704953
2021-06-09,AMD,rolling_vol_21d,0.1691031809414552
2021-06-10,AMD,rolling_vol_21d,0.163109514681872
2021-06-11,AMD,rolling_vol_21d,0.15682383782039166
2021-06-12,AMD,rolling_vol_21d,0.15682383782039166
2021-06-13,AMD,rolling_vol_21d,0.15682383782039166
2021-06-14,AMD,rolling_vol_21d,0.1567930518209026
2021-06-15,AMD,rolling_vol_21d,0.16551694745559054
2021-06-16,AMD,rolling_vol_21d,0.1659408491546637
2021-06-17,AMD,rolling_vol_21d,0.25116616555232674
2021-06-18,AMD,rolling_vol_21d,0.2430871158164622
2021-06-19,AMD,rolling_vol_21d,0.2430871158164622
2021-06-20,AMD,rolling_vol_21d,0.2430871158164622
2021-06-21,AMD,rolling_vol_21d,0.2605529420178751
2021-06-22,AMD,rolling_vol_21d,0.26178380145687846
2021-06-23,AMD,rolling_vol_21d,0.2578000327307516
2021-06-24,AMD,rolling_vol_21d,0.26004954892035076
2021-06-25,AMD,rolling_vol_21d,0.25754438470756624
2021-06-26,AMD,rolling_vol_21d,0.25754438470756624
2021-06-27,AMD,rolling_vol_21d,0.25754438470756624
2021-06-28,AMD,rolling_vol_21d,0.26161108366521113
2021-06-29,AMD,rolling_vol_21d,0.27273990097992834
2021-06-30,AMD,rolling_vol_21d,0.30571864548254457
2021-07-01,AMD,rolling_vol_21d,0.3063016090068305
2021-07-02,AMD,rolling_vol_21d,0.3054765637089438
2021-07-03,AMD,rolling_vol_21d,0.3054765637089438
2021-07-04,AMD,rolling_vol_21d,0.3054765637089438
2021-07-05,AMD,rolling_vol_21d,0.3061955308415845
2021-07-06,AMD,rolling_vol_21d,0.29925844392335105
2021-07-07,AMD,rolling_vol_21d,0.34294372516125743
2021-07-08,AMD,rolling_vol_21d,0.2950729117721342
2021-07-09,AMD,rolling_vol_21d,0.2969480823456422
2021-07-10,AMD,rolling_vol_21d,0.2969480823456422
2021-07-11,AMD,rolling_vol_21d,0.2969480823456422
2021-07-12,AMD,rolling_vol_21d,0.2798302058589771
2021-07-13,AMD,rolling_vol_21d,0.2808688543873462
2021-07-14,AMD,rolling_vol_21d,0.28714847445041086
2021-07-15,AMD,rolling_vol_21d,0.2874384226194953
2021-07-16,AMD,rolling_vol_21d,0.29001164214973413
2021-07-17,AMD,rolling_vol_21d,0.29001164214973413
2021-07-18,AMD,rolling_vol_21d,0.29001164214973413
2021-07-19,AMD,rolling_vol_21d,0.28509189270047525
2021-07-20,AMD,rolling_vol_21d,0.26739886459860834
2021-07-21,AMD,rolling_vol_21d,0.22073523699860068
2021-07-22,AMD,rolling_vol_21d,0.2331750783032138
2021-07-23,AMD,rolling_vol_21d,0.22975388889702983
2021-07-24,AMD,rolling_vol_21d,0.22975388889702983
2021-07-25,AMD,rolling_vol_21d,0.22975388889702983
2021-07-26,AMD,rolling_vol_21d,0.2298534263728939
2021-07-27,AMD,rolling_vol_21d,0.2312035857740476
2021-07-28,AMD,rolling_vol_21d,0.3173218562297196
2021-07-29,AMD,rolling_vol_21d,0.3531337877530876
2021-07-30,AMD,rolling_vol_21d,0.36290314648986666
2021-07-31,AMD,rolling_vol_21d,0.36290314648986666
2021-08-01,AMD,rolling_vol_21d,0.36290314648986666
2021-08-02,AMD,rolling_vol_21d,0.36518502572537476
2021-08-03,AMD,rolling_vol_21d,0.3727445304705519
2021-08-04,AMD,rolling_vol_21d,0.391787607656512
2021-08-05,AMD,rolling_vol_21d,0.4397302248582068
2021-08-06,AMD,rolling_vol_21d,0.44617454514863286
2021-08-07,AMD,rolling_vol_21d,0.44617454514863286
2021-08-08,AMD,rolling_vol_21d,0.44617454514863286
2021-08-09,AMD,rolling_vol_21d,0.4625175872891342
2021-08-10,AMD,rolling_vol_21d,0.4680316285908311
2021-08-11,AMD,rolling_vol_21d,0.46427580625590287
2021-08-12,AMD,rolling_vol_21d,0.4676115189151229
2021-08-13,AMD,rolling_vol_21d,0.47919054874962747
2021-08-14,AMD,rolling_vol_21d,0.47919054874962747
2021-08-15,AMD,rolling_vol_21d,0.47919054874962747
2021-08-16,AMD,rolling_vol_21d,0.494364024058455
2021-08-17,AMD,rolling_vol_21d,0.49146433509667364
2021-08-18,AMD,rolling_vol_21d,0.451720409511216
2021-08-19,AMD,rolling_vol_21d,0.41626203230526065
2021-08-20,AMD,rolling_vol_21d,0.40240686091622463
2021-08-21,AMD,rolling_vol_21d,0.40240686091622463
2021-08-22,AMD,rolling_vol_21d,0.40240686091622463
2021-08-23,AMD,rolling_vol_21d,0.4181003043895394
2021-08-24,AMD,rolling_vol_21d,0.39851508914463174
2021-08-25,AMD,rolling_vol_21d,0.3423701137159571
2021-08-26,AMD,rolling_vol_21d,0.29158704153754283
2021-08-27,AMD,rolling_vol_21d,0.3156706145514177
2021-08-28,AMD,rolling_vol_21d,0.3156706145514177
2021-08-29,AMD,rolling_vol_21d,0.3156706145514177
2021-08-30,AMD,rolling_vol_21d,0.30379078962190514
2021-08-31,AMD,rolling_vol_21d,0.3018343412492047
2021-09-01,AMD,rolling_vol_21d,0.3012885011935676
2021-09-02,AMD,rolling_vol_21d,0.2996509480024733
2021-09-03,AMD,rolling_vol_21d,0.26944876004571316
2021-09-04,AMD,rolling_vol_21d,0.26944876004571316
2021-09-05,AMD,rolling_vol_21d,0.26944876004571316
2021-09-06,AMD,rolling_vol_21d,0.25003556508378894
2021-09-07,AMD,rolling_vol_21d,0.25164430742463023
2021-09-08,AMD,rolling_vol_21d,0.23222948571157243
2021-09-09,AMD,rolling_vol_21d,0.23224633003876818
2021-09-10,AMD,rolling_vol_21d,0.2329098108433709
2021-09-11,AMD,rolling_vol_21d,0.2329098108433709
2021-09-12,AMD,rolling_vol_21d,0.2329098108433709
2021-09-13,AMD,rolling_vol_21d,0.1848327859238525
2021-09-14,AMD,rolling_vol_21d,0.18553343688802426
2021-09-15,AMD,rolling_vol_21d,0.18386288389474384
2021-09-16,AMD,rolling_vol_21d,0.1827551424584701
2021-09-17,AMD,rolling_vol_21d,0.13423762518293827
2021-09-18,AMD,rolling_vol_21d,0.13423762518293827
2021-09-19,AMD,rolling_vol_21d,0.13423762518293827
2021-09-20,AMD,rolling_vol_21d,0.14923240399322174
2021-09-21,AMD,rolling_vol_21d,0.16009984220683757
2021-09-22,AMD,rolling_vol_21d,0.172057004349089
2021-09-23,AMD,rolling_vol_21d,0.18359571656930215
2021-09-24,AMD,rolling_vol_21d,0.1814329351581558
2021-09-25,AMD,rolling_vol_21d,0.1814329351581558
2021-09-26,AMD,rolling_vol_21d,0.1814329351581558
2021-09-27,AMD,rolling_vol_21d,0.19968771060688745
2021-09-28,AMD,rolling_vol_21d,0.2898615709039994
2021-09-29,AMD,rolling_vol_21d,0.27831104199552703
2021-09-30,AMD,rolling_vol_21d,0.29467332283956793
2021-10-01,AMD,rolling_vol_21d,0.29360329822096726
2021-10-02,AMD,rolling_vol_21d,0.29360329822096726
2021-10-03,AMD,rolling_vol_21d,0.29360329822096726
2021-10-04,AMD,rolling_vol_21d,0.3012192184878322
2021-10-05,AMD,rolling_vol_21d,0.30446798546006987
2021-10-06,AMD,rolling_vol_21d,0.31195316239120197
2021-10-07,AMD,rolling_vol_21d,0.3259589800450321
2021-10-08,AMD,rolling_vol_21d,0.3196325678216696
2021-10-09,AMD,rolling_vol_21d,0.3196325678216696
2021-10-10,AMD,rolling_vol_21d,0.3196325678216696
2021-10-11,AMD,rolling_vol_21d,0.30891801568092586
2021-10-12,AMD,rolling_vol_21d,0.30648301496530506
2021-10-13,AMD,rolling_vol_21d,0.3306697646234738
2021-10-14,AMD,rolling_vol_21d,0.3370610350600034
2021-10-15,AMD,rolling_vol_21d,0.3364029336348922
2021-10-16,AMD,rolling_vol_21d,0.3364029336348922
2021-10-17,AMD,rolling_vol_21d,0.3364029336348922
2021-10-18,AMD,rolling_vol_21d,0.35234582200037096
2021-10-19,AMD,rolling_vol_21d,0.26220067051313173
